City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
351,Touros,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
352,Lock Haven,US,57.79,-152.4072,38.71,75,100,6.91,light snow
353,Udala,IN,10.5669,72.642,83.07,73,55,6.67,broken clouds
354,Minden,US,57.79,-152.4072,38.71,75,100,6.91,light snow
355,Dolbeau,CA,62.456,-114.3525,37.92,41,20,8.05,few clouds
356,Hammerfest,NO,70.8578,29.0864,32.0,78,70,22.79,broken clouds
357,Shizunai,JP,35.7333,140.8333,55.29,57,20,7.63,few clouds
358,Bathsheba,BB,13.2167,-59.5167,81.21,69,40,16.11,scattered clouds
359,Broken Hill,AU,-33.65,115.3333,64.72,66,89,8.5,overcast clouds
360,Wetzlar,DE,52.3833,7.7167,44.91,78,100,25.41,overcast clouds
361,Mubende,UG,0.5606,31.39,60.6,96,100,0.67,overcast clouds
362,Namibe,AO,-15.1961,12.1522,71.42,75,0,2.64,clear sky
363,Newburgh,GB,58.2093,-6.3865,39.16,71,100,17.27,overcast clouds
364,Jalu,LY,32.3754,15.0925,60.01,72,0,18.3,clear sky
365,Gallup,US,57.79,-152.4072,38.71,75,100,6.91,light snow
366,Rosario,AR,-54.8,-68.3,38.86,70,20,12.66,few clouds
367,Wundanyi,KE,2.3284,37.9899,71.26,52,98,11.77,overcast clouds
368,Saint-Philippe,RE,-21.3667,55.6167,72.21,84,28,13.56,scattered clouds
369,Wenling,CN,33.0558,106.2958,55.42,84,13,1.72,few clouds
370,Southbridge,NZ,-46.6,168.3333,56.52,65,91,27.38,overcast clouds
371,Iralaya,HN,15.7437,-87.1766,89.55,75,65,5.32,broken clouds
372,Gazojak,TM,39.2446,55.5154,66.42,37,100,4.81,overcast clouds
373,Saldanha,ZA,-33.9258,18.4232,60.28,69,0,20.71,clear sky
374,Nantucket,US,57.79,-152.4072,38.71,75,100,6.91,light snow
375,Sakhon Nakhon,TH,7.9178,98.3332,83.7,78,100,3.0,overcast clouds
376,Iguape,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
377,West Wendover,US,57.79,-152.4072,38.71,75,100,6.91,light snow
378,Gulshat,KZ,47.8043,67.7144,39.79,72,8,9.37,clear sky
379,Alta Floresta,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
380,Kaputa,ZM,-12.529,27.8838,62.94,97,100,1.43,light rain
381,Omboue,GA,-1.5746,9.2618,78.26,92,85,8.32,overcast clouds
382,Aranos,NA,-26.6481,15.1594,63.03,59,21,16.91,few clouds
383,Atar,MR,20.5169,-13.0499,77.58,17,0,11.03,clear sky
384,Paracelis,PH,12.1791,125.5072,77.47,87,100,7.83,moderate rain
385,Kailua,US,57.79,-152.4072,38.71,75,100,6.91,light snow
386,Mehamn,NO,70.8578,29.0864,32.0,78,70,22.79,broken clouds
387,Presidente Medici,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
388,Elko,US,57.79,-152.4072,38.71,75,100,6.91,light snow
389,Leeton,AU,-33.65,115.3333,64.72,66,89,8.5,overcast clouds
390,Ponta Do Sol,PT,38.5167,-28.7,60.73,82,100,8.39,overcast clouds
391,Komatipoort,ZA,-33.9258,18.4232,60.28,69,0,20.71,clear sky
392,Tsogni,GA,-1.5746,9.2618,78.26,92,85,8.32,overcast clouds
393,Sao Goncalo Do Sapucai,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
394,Kroonstad,ZA,-33.9258,18.4232,60.28,69,0,20.71,clear sky
395,Durango,US,57.79,-152.4072,38.71,75,100,6.91,light snow
396,Palmer,US,57.79,-152.4072,38.71,75,100,6.91,light snow
397,Ladario,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
398,Dillon,US,57.79,-152.4072,38.71,75,100,6.91,light snow
399,Buluang,PH,12.1791,125.5072,77.47,87,100,7.83,moderate rain
400,Texarkana,US,57.79,-152.4072,38.71,75,100,6.91,light snow
401,Arica,CL,-53.15,-70.9167,42.91,75,0,5.75,clear sky
402,Katangi,IN,10.5669,72.642,83.07,73,55,6.67,broken clouds
403,Dzaoudzi,YT,-12.7887,45.2699,82.29,78,40,5.75,scattered clouds
404,Camocim,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
405,Ryotsu,JP,35.7333,140.8333,55.29,57,20,7.63,few clouds
406,Sweetwater,US,57.79,-152.4072,38.71,75,100,6.91,light snow
407,Awjilah,LY,32.3754,15.0925,60.01,72,0,18.3,clear sky
408,Nioro,ML,18.9048,-3.5265,86.4,14,8,13.71,clear sky
409,North Branch,US,57.79,-152.4072,38.71,75,100,6.91,light snow
410,Tam Ky,VN,21.8333,106.7333,63.64,55,0,1.88,clear sky
411,Moussoro,SA,18.3851,42.4509,60.91,9,0,4.97,clear sky
412,Kutum,SD,13.0167,31.8667,87.04,22,19,7.81,few clouds
413,Bowen,AU,-33.65,115.3333,64.72,66,89,8.5,overcast clouds
414,Whitehorse,CA,62.456,-114.3525,37.92,41,20,8.05,few clouds
415,Tyup,KG,42.7276,78.3648,47.25,65,84,3.53,broken clouds
416,Ecija,ES,28.6585,-17.9182,58.75,76,40,11.5,scattered clouds
417,Umm Kaddadah,SD,13.0167,31.8667,87.04,22,19,7.81,few clouds
418,Iberia,PE,-13.7,-76.2167,69.85,78,0,26.46,clear sky
419,San Lorenzo,PH,14.35,121.0167,78.35,85,40,2.3,scattered clouds
420,Brae,GB,58.2093,-6.3865,39.16,71,100,17.27,overcast clouds
421,Atlantic Beach,US,57.79,-152.4072,38.71,75,100,6.91,light snow
422,Kalomo,ZM,-12.529,27.8838,62.94,97,100,1.43,light rain
423,Hami,CN,33.0558,106.2958,55.42,84,13,1.72,few clouds
424,Amahai,ID,-4.9408,122.5276,74.79,93,85,1.54,overcast clouds
425,Lompoc,US,57.79,-152.4072,38.71,75,100,6.91,light snow
426,Gouyave,GD,12.1646,-61.7296,79.57,78,40,11.5,scattered clouds
427,Gorele,TR,37.0294,37.9903,61.81,69,100,5.03,overcast clouds
428,Benguela,AO,-15.1961,12.1522,71.42,75,0,2.64,clear sky
429,Bathurst,CA,62.456,-114.3525,37.92,41,20,8.05,few clouds
430,Shihezi,CN,33.0558,106.2958,55.42,84,13,1.72,few clouds
431,Alegrete,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
432,Bengkulu,ID,-4.9408,122.5276,74.79,93,85,1.54,overcast clouds
433,Kapit,MY,1.55,110.3333,73.62,100,40,3.0,scattered clouds
434,Padampur,IN,10.5669,72.642,83.07,73,55,6.67,broken clouds
435,Bonoua,CI,9.2667,-3.0,77.11,76,100,8.63,light rain
436,Burnie,AU,-33.65,115.3333,64.72,66,89,8.5,overcast clouds
437,La Ronge,CA,62.456,-114.3525,37.92,41,20,8.05,few clouds
438,Liniere,CA,62.456,-114.3525,37.92,41,20,8.05,few clouds
439,Puerto Carreno,CO,10.9878,-74.9547,82.49,80,99,15.68,overcast clouds
440,Queenstown,ZA,-33.9258,18.4232,60.28,69,0,20.71,clear sky
441,Caucaia,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
442,Richards Bay,ZA,-33.9258,18.4232,60.28,69,0,20.71,clear sky
443,Tanhacu,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
444,Port Hedland,AU,-33.65,115.3333,64.72,66,89,8.5,overcast clouds
445,Vila Franca Do Campo,PT,38.5167,-28.7,60.73,82,100,8.39,overcast clouds
446,Shahrud,AF,30.15,62.6,80.33,12,0,6.93,clear sky
447,Meulaboh,ID,-4.9408,122.5276,74.79,93,85,1.54,overcast clouds
448,Blind River,CA,62.456,-114.3525,37.92,41,20,8.05,few clouds
449,Salinopolis,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
450,Porto Belo,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
451,Port Hueneme,US,57.79,-152.4072,38.71,75,100,6.91,light snow
452,Ayolas,US,40.6334,-74.2663,52.86,95,100,20.71,mist
453,Henties Bay,NA,-26.6481,15.1594,63.03,59,21,16.91,few clouds
454,Baljevac,BA,44.8206,15.7799,47.35,84,84,9.86,broken clouds
455,Brownwood,US,57.79,-152.4072,38.71,75,100,6.91,light snow
456,Pouembout,NC,-22.6667,167.4833,80.11,82,96,32.79,moderate rain
457,Arroyo,US,57.79,-152.4072,38.71,75,100,6.91,light snow
458,Nishihara,JP,35.7333,140.8333,55.29,57,20,7.63,few clouds
459,Namalenga,TZ,-10.95,39.1,70.21,97,3,3.33,clear sky
460,Chortkiv,UA,46.0303,29.9361,47.19,89,100,4.99,overcast clouds
461,Kaitangata,NZ,-46.6,168.3333,56.52,65,91,27.38,overcast clouds
462,Kloulklubed,TL,-8.9266,125.4092,59.25,81,100,2.26,overcast clouds
463,Semey,KZ,47.8043,67.7144,39.79,72,8,9.37,clear sky
464,Poya,NC,-22.6667,167.4833,80.11,82,96,32.79,moderate rain
465,Johnstown,US,57.79,-152.4072,38.71,75,100,6.91,light snow
466,Nabire,ID,-4.9408,122.5276,74.79,93,85,1.54,overcast clouds
467,Dire Dawa,ET,11.7361,41.0853,83.07,36,43,11.72,scattered clouds
468,Dingle,AU,-28.8667,153.5667,68.02,99,92,12.39,overcast clouds
469,Poli,TZ,-3.3333,36.8,60.37,79,7,1.36,clear sky
470,Rognan,NO,70.8578,29.0864,32.0,78,70,22.79,broken clouds
471,Saint Anthony,CA,62.456,-114.3525,37.92,41,20,8.05,few clouds
472,Marsaxlokk,MT,35.8419,14.5431,58.08,77,0,18.41,clear sky
473,Upata,VE,8.0086,-62.3989,86.79,37,99,6.29,overcast clouds
474,Pitimbu,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
475,Prachuap Khiri Khan,TH,7.9178,98.3332,83.7,78,100,3.0,overcast clouds
476,Saint-Augustin,CA,62.456,-114.3525,37.92,41,20,8.05,few clouds
477,Bud,NO,70.8578,29.0864,32.0,78,70,22.79,broken clouds
478,Bubaque,GW,11.2833,-15.8333,76.55,78,29,16.15,scattered clouds
479,Roald,NO,70.8578,29.0864,32.0,78,70,22.79,broken clouds
480,Inderborskiy,KZ,47.8043,67.7144,39.79,72,8,9.37,clear sky
481,Amuntai,ID,-4.9408,122.5276,74.79,93,85,1.54,overcast clouds
482,San Juan De Colon,VE,8.0086,-62.3989,86.79,37,99,6.29,overcast clouds
483,Santa Vitoria Do Palmar,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
484,Plettenberg Bay,ZA,-33.9258,18.4232,60.28,69,0,20.71,clear sky
485,Fortuna Foothills,US,57.79,-152.4072,38.71,75,100,6.91,light snow
486,Salamanca,CL,-53.15,-70.9167,42.91,75,0,5.75,clear sky
487,Marsberg,DE,52.3833,7.7167,44.91,78,100,25.41,overcast clouds
488,Gilgit,PK,29.5577,70.3762,84.36,8,0,0.83,clear sky
489,Ciechocinek,PL,51.9864,22.7825,52.65,71,93,21.27,light rain
490,Borovskoy,KZ,47.8043,67.7144,39.79,72,8,9.37,clear sky
491,Jiaozuo,CN,33.0558,106.2958,55.42,84,13,1.72,few clouds
492,Mola Di Bari,IT,40.7342,13.8646,56.7,80,6,18.3,clear sky
493,Miri,MY,1.55,110.3333,73.62,100,40,3.0,scattered clouds
494,Kazalinsk,KZ,47.8043,67.7144,39.79,72,8,9.37,clear sky
495,Santa Maria,PT,32.6667,-17.1,60.71,74,53,2.15,broken clouds
496,Kitimat,CA,62.456,-114.3525,37.92,41,20,8.05,few clouds
497,Carlsbad,US,57.79,-152.4072,38.71,75,100,6.91,light snow
498,Karamea,NZ,-46.6,168.3333,56.52,65,91,27.38,overcast clouds
499,Peniche,PT,38.5167,-28.7,60.73,82,100,8.39,overcast clouds
500,Steger,US,57.79,-152.4072,38.71,75,100,6.91,light snow
501,Tsukumi,JP,35.7333,140.8333,55.29,57,20,7.63,few clouds
502,Flinders,AU,-33.65,115.3333,64.72,66,89,8.5,overcast clouds
503,Huilong,CN,33.0558,106.2958,55.42,84,13,1.72,few clouds
504,Bemidji,US,57.79,-152.4072,38.71,75,100,6.91,light snow
505,Gravdal,NO,70.8578,29.0864,32.0,78,70,22.79,broken clouds
506,Korhogo,CI,9.2667,-3.0,77.11,76,100,8.63,light rain
507,Palabuhanratu,ID,-4.9408,122.5276,74.79,93,85,1.54,overcast clouds
508,Manzhouli,CN,33.0558,106.2958,55.42,84,13,1.72,few clouds
509,Nagato,JP,35.7333,140.8333,55.29,57,20,7.63,few clouds
510,Hambantota,LK,7.4167,81.8167,78.89,82,83,3.87,broken clouds
511,San Lorenzo,AR,-54.8,-68.3,38.86,70,20,12.66,few clouds
512,Moron,MN,48.0056,91.6419,46.4,31,42,9.1,scattered clouds
513,Jiwani,PK,29.5577,70.3762,84.36,8,0,0.83,clear sky
514,Bambui,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
515,Mpulungu,ZM,-12.529,27.8838,62.94,97,100,1.43,light rain
516,Tortoli,IT,40.7342,13.8646,56.7,80,6,18.3,clear sky
517,Kupang,ID,-4.9408,122.5276,74.79,93,85,1.54,overcast clouds
518,Abay,KZ,47.8043,67.7144,39.79,72,8,9.37,clear sky
519,Ishigaki,JP,35.7333,140.8333,55.29,57,20,7.63,few clouds
520,Honningsvag,NO,70.8578,29.0864,32.0,78,70,22.79,broken clouds
521,Phan Rang,VN,21.8333,106.7333,63.64,55,0,1.88,clear sky
522,Lahat,ID,-4.9408,122.5276,74.79,93,85,1.54,overcast clouds
523,Kijang,ID,-4.9408,122.5276,74.79,93,85,1.54,overcast clouds
524,Moerai,NZ,-46.1927,168.8643,51.82,89,99,10.65,overcast clouds
525,Piacabucu,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
526,Corumba,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
527,Igbo Ora,NG,8.8833,11.3667,88.75,33,40,5.53,scattered clouds
528,Necochea,AR,-54.8,-68.3,38.86,70,20,12.66,few clouds
529,Palapye,BW,-21.4833,27.4833,77.09,42,99,16.49,overcast clouds
530,Wainwright,CA,62.456,-114.3525,37.92,41,20,8.05,few clouds
531,Rabo De Peixe,PT,38.5167,-28.7,60.73,82,100,8.39,overcast clouds
532,Sarkand,KZ,47.8043,67.7144,39.79,72,8,9.37,clear sky
533,Tabou,CI,9.2667,-3.0,77.11,76,100,8.63,light rain
534,Malwan,IN,10.5669,72.642,83.07,73,55,6.67,broken clouds
535,Tabiauea,KI,3.0707,172.7902,81.25,79,99,13.8,light rain
536,Cravo Norte,CO,10.9878,-74.9547,82.49,80,99,15.68,overcast clouds
537,Outlook,CA,62.456,-114.3525,37.92,41,20,8.05,few clouds
538,Ormara,PK,29.5577,70.3762,84.36,8,0,0.83,clear sky
539,Walvis Bay,NA,-26.6481,15.1594,63.03,59,21,16.91,few clouds
540,Tiznit,MA,29.5833,-9.5,57.42,67,0,1.99,clear sky
541,Half Moon Bay,US,57.79,-152.4072,38.71,75,100,6.91,light snow
542,Marrakesh,MA,29.5833,-9.5,57.42,67,0,1.99,clear sky
543,Robertsganj,IN,10.5669,72.642,83.07,73,55,6.67,broken clouds
544,Sao Geraldo Do Araguaia,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
545,Poum,NC,-22.6667,167.4833,80.11,82,96,32.79,moderate rain
546,Adre,SA,18.3851,42.4509,60.91,9,0,4.97,clear sky
547,Abalak,NE,19.75,10.25,83.41,7,1,3.91,clear sky
548,Doka,SD,13.0167,31.8667,87.04,22,19,7.81,few clouds
549,Uaua,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
550,Barstow,US,57.79,-152.4072,38.71,75,100,6.91,light snow
551,Fayaoue,NC,-22.6667,167.4833,80.11,82,96,32.79,moderate rain
552,Plymouth,US,57.79,-152.4072,38.71,75,100,6.91,light snow
553,Marzuq,LY,32.3754,15.0925,60.01,72,0,18.3,clear sky
554,Kenitra,MA,29.5833,-9.5,57.42,67,0,1.99,clear sky
555,Yumen,CN,33.0558,106.2958,55.42,84,13,1.72,few clouds
556,Sola,VU,-19.55,169.2667,82.54,72,100,12.95,overcast clouds
557,Ati,SA,18.3851,42.4509,60.91,9,0,4.97,clear sky
558,Hewitt,US,57.79,-152.4072,38.71,75,100,6.91,light snow
559,Ilhabela,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
560,Talcahuano,CL,-53.15,-70.9167,42.91,75,0,5.75,clear sky
561,Viedma,AR,-54.8,-68.3,38.86,70,20,12.66,few clouds
562,Formoso Do Araguaia,BR,-5.5183,-47.4611,76.78,88,15,2.28,few clouds
563,Oneonta,US,57.79,-152.4072,38.71,75,100,6.91,light snow
564,Olafsvik,IS,64.2539,-15.2082,29.68,61,77,13.51,broken clouds
565,Zaragoza,ES,28.6585,-17.9182,58.75,76,40,11.5,scattered clouds
566,Lasa,CN,33.0558,106.2958,55.42,84,13,1.72,few clouds
567,Chapleau,CA,62.456,-114.3525,37.92,41,20,8.05,few clouds
568,Pella,US,57.79,-152.4072,38.71,75,100,6.91,light snow
569,Paradwip,IN,10.5669,72.642,83.07,73,55,6.67,broken clouds
570,Murdochville,CA,62.456,-114.3525,37.92,41,20,8.05,few clouds
571,Najran,SA,24.6877,46.7219,77.14,8,1,8.05,clear sky
572,Mingshui,CN,33.0558,106.2958,55.42,84,13,1.72,few clouds
573,Chiang Khong,TH,7.9178,98.3332,83.7,78,100,3.0,overcast clouds
574,Tuatapere,NZ,-46.6,168.3333,56.52,65,91,27.38,overcast clouds
575,Takoradi,GH,4.8699,-2.2405,81.18,84,90,8.1,overcast clouds
576,Camacupa,AO,-15.1961,12.1522,71.42,75,0,2.64,clear sky
577,Tautira,NZ,-46.1927,168.8643,51.82,89,99,10.65,overcast clouds
578,Praia,PT,32.6667,-17.1,60.71,74,53,2.15,broken clouds
579,Azul,AR,-54.8,-68.3,38.86,70,20,12.66,few clouds
